tenure,InternetService,Contract,MonthlyCharges,Churn
44,DSL,One year,59.85,0
2,No,Month-to-month,20.05,0
66,Fiber optic,One year,92.15,0
68,DSL,One year,44.8,0
31,No,Two year,20.9,0
21,Fiber optic,Month-to-month,95.4,0
21,Fiber optic,Month-to-month,80.35,0
55,DSL,Two year,85.1,0
9,DSL,Month-to-month,34.7,1
71,Fiber optic,Two year,115.05,0
1,Fiber optic,Month-to-month,81.1,1
22,No,One year,19.95,0
1,No,Month-to-month,20.55,1
61,Fiber optic,Two year,106.6,1
67,DSL,Two year,86.15,0
14,Fiber optic,Month-to-month,78.85,0
59,Fiber optic,Month-to-month,106.75,1
21,Fiber optic,Month-to-month,86.55,0
4,DSL,Month-to-month,42.4,0
3,Fiber optic,Month-to-month,89.45,1
70,No,Two year,24.25,0
3,Fiber optic,Month-to-month,97.9,1
21,No,One year,20.5,0
20,No,Month-to-month,19.6,0
22,No,One year,20.25,0
1,DSL,Month-to-month,55.7,1
63,No,Two year,20.6,0
70,No,Two year,19.8,0
13,Fiber optic,Month-to-month,79.8,1
5,Fiber optic,Month-to-month,80.2,0
72,Fiber optic,Two year,116.4,0
13,DSL,Month-to-month,31.65,0
61,Fiber optic,Month-to-month,94.15,0
1,No,Month-to-month,20.65,0
56,Fiber optic,Month-to-month,76.85,0
4,No,Month-to-month,20.15,0
35,DSL,Two year,55.25,0
18,DSL,Month-to-month,39.05,1
72,DSL,Two year,82.15,0
49,Fiber optic,One year,103.0,0
44,Fiber optic,Month-to-month,95.1,0
3,Fiber optic,Month-to-month,83.9,1
37,Fiber optic,Month-to-month,95.15,0
61,DSL,One year,79.8,0
70,DSL,Two year,74.8,0
1,Fiber optic,Month-to-month,69.85,1
41,No,Month-to-month,20.45,0
70,DSL,One year,78.35,0
1,DSL,Month-to-month,53.55,1
51,No,One year,19.1,0
42,No,Two year,20.0,0
70,Fiber optic,Two year,93.9,1
48,No,One year,19.95,0
68,Fiber optic,Two year,113.15,1
48,No,Two year,24.0,0
26,Fiber optic,Month-to-month,84.95,1
11,Fiber optic,Month-to-month,80.5,1
1,No,Month-to-month,19.3,1
27,No,One year,19.15,0
46,Fiber optic,One year,91.3,0
1,DSL,Month-to-month,49.65,1
46,DSL,Two year,54.35,1
25,No,Month-to-month,19.15,0
4,Fiber optic,Month-to-month,88.45,1
13,No,Two year,19.75,0
31,DSL,One year,75.5,0
23,Fiber optic,Month-to-month,83.75,0
2,No,Month-to-month,19.4,0
65,No,Two year,26.5,0
22,Fiber optic,Month-to-month,90.5,1
55,No,One year,19.15,0
9,Fiber optic,Month-to-month,94.85,1
7,Fiber optic,Month-to-month,69.95,1
35,DSL,One year,40.9,0
6,DSL,Two year,80.25,0
1,DSL,Month-to-month,48.6,1
17,Fiber optic,Month-to-month,70.8,0
10,DSL,Month-to-month,60.2,0
15,DSL,One year,55.2,0
40,DSL,Month-to-month,55.8,1
13,DSL,One year,54.15,0
29,Fiber optic,Month-to-month,80.15,1
3,Fiber optic,Month-to-month,75.5,1
58,Fiber optic,Month-to-month,100.4,0
45,DSL,One year,62.55,0
72,DSL,Two year,70.45,0
68,Fiber optic,One year,85.5,0
1,No,Month-to-month,20.2,1
38,DSL,Month-to-month,54.5,0
2,No,Month-to-month,20.75,0
11,No,Month-to-month,20.35,0
20,Fiber optic,One year,91.0,0
72,Fiber optic,Two year,104.8,0
3,Fiber optic,Month-to-month,74.75,1
23,Fiber optic,Month-to-month,104.05,1
40,DSL,Month-to-month,51.1,0
62,Fiber optic,Month-to-month,89.8,0
22,No,Month-to-month,20.55,0
11,DSL,Month-to-month,64.05,0
7,Fiber optic,Month-to-month,74.85,0
13,Fiber optic,Month-to-month,96.65,1
1,No,Month-to-month,20.05,1
39,Fiber optic,Month-to-month,103.45,1
3,DSL,Month-to-month,25.0,0
58,No,Two year,20.3,0
6,No,Month-to-month,26.35,0
1,No,Month-to-month,19.9,1
22,DSL,Month-to-month,54.7,0
14,DSL,Month-to-month,46.35,1
64,Fiber optic,One year,90.25,0
1,No,Month-to-month,19.95,1
6,No,Month-to-month,20.65,0
1,Fiber optic,Month-to-month,79.6,1
39,No,One year,25.45,0
20,No,One year,19.5,0
1,Fiber optic,Month-to-month,75.9,1
1,Fiber optic,Month-to-month,76.2,1
64,DSL,One year,66.15,0
1,No,Month-to-month,19.25,1
46,DSL,Month-to-month,69.1,0
28,DSL,One year,39.1,0
33,No,Month-to-month,20.05,0
39,DSL,One year,59.8,0
42,Fiber optic,Month-to-month,84.3,1
1,DSL,Month-to-month,48.6,0
7,Fiber optic,Month-to-month,79.0,1
70,Fiber optic,Two year,105.35,0
65,No,Two year,25.1,0
1,DSL,Month-to-month,49.75,0
18,Fiber optic,Month-to-month,94.75,0
24,Fiber optic,Month-to-month,93.0,0
63,DSL,Two year,71.9,0
44,DSL,One year,77.55,0
4,No,Month-to-month,19.85,0
1,Fiber optic,Month-to-month,70.25,1
37,Fiber optic,Month-to-month,95.25,0
10,Fiber optic,Month-to-month,84.6,1
34,DSL,Month-to-month,25.05,0
35,DSL,One year,53.15,0
4,No,Month-to-month,20.15,0
39,Fiber optic,Month-to-month,101.25,0
43,Fiber optic,One year,100.55,0
17,No,Month-to-month,24.1,1
61,No,Two year,25.3,0
49,DSL,One year,71.8,0
4,No,One year,19.7,0
64,DSL,Two year,49.85,0
3,Fiber optic,Month-to-month,69.6,0
1,No,Month-to-month,19.75,0
40,Fiber optic,One year,80.8,0
1,DSL,Month-to-month,60.0,1
8,Fiber optic,Month-to-month,86.55,1
1,No,Month-to-month,20.85,1
34,DSL,One year,64.2,0
1,DSL,Month-to-month,35.0,0
39,DSL,Month-to-month,50.75,1
58,Fiber optic,One year,105.5,1
45,No,Two year,19.2,0
6,Fiber optic,Month-to-month,85.15,1
43,Fiber optic,One year,90.65,0
41,No,Two year,20.0,0
5,Fiber optic,Month-to-month,74.65,0
72,DSL,Two year,61.2,0
4,No,One year,19.95,0
9,DSL,Month-to-month,54.8,0
72,DSL,Two year,73.45,0
33,DSL,One year,51.45,0
72,Fiber optic,Two year,80.45,0
22,DSL,Month-to-month,54.2,1
70,Fiber optic,One year,109.5,1
21,Fiber optic,Month-to-month,104.4,1
15,Fiber optic,Month-to-month,85.3,0
29,Fiber optic,Month-to-month,79.3,0
15,DSL,Month-to-month,76.5,0
71,Fiber optic,Month-to-month,105.1,1
72,No,Two year,25.4,0
19,Fiber optic,Month-to-month,86.85,0
1,No,Month-to-month,19.65,0
1,Fiber optic,Month-to-month,75.7,1
2,DSL,Month-to-month,45.55,0
11,Fiber optic,Month-to-month,78.1,0
12,No,One year,19.3,0
70,Fiber optic,Two year,110.5,0
20,Fiber optic,Month-to-month,90.8,1
23,No,Month-to-month,20.3,0
49,DSL,Two year,81.35,0
4,Fiber optic,Month-to-month,97.95,1
32,Fiber optic,Month-to-month,108.15,1
2,DSL,Month-to-month,55.3,0
69,DSL,Two year,56.55,0
6,Fiber optic,Month-to-month,80.5,1
24,No,Two year,19.7,0
32,Fiber optic,One year,104.05,0
27,DSL,Two year,52.85,0
27,Fiber optic,Month-to-month,104.3,1
58,Fiber optic,Month-to-month,80.65,0
1,Fiber optic,Month-to-month,71.35,1
18,No,Two year,24.65,0
47,No,Two year,21.3,0
70,Fiber optic,Two year,110.2,0
13,Fiber optic,Month-to-month,89.4,1
36,DSL,Month-to-month,51.05,0
67,No,Two year,19.8,0
10,No,Month-to-month,19.9,0
19,Fiber optic,Month-to-month,87.3,0
71,No,Two year,19.85,0
72,DSL,Two year,89.4,0
48,No,Two year,20.0,0
1,No,Month-to-month,20.05,0
18,DSL,Month-to-month,83.25,0
1,No,Month-to-month,20.6,1
67,Fiber optic,Two year,102.9,0
69,DSL,Two year,39.1,0
19,Fiber optic,Month-to-month,99.95,1
72,Fiber optic,Two year,114.5,0
38,No,Two year,20.2,0
40,DSL,One year,55.8,0
61,No,Two year,24.2,0
10,Fiber optic,Month-to-month,81.0,1
32,DSL,One year,72.8,0
21,Fiber optic,Month-to-month,99.85,0
59,Fiber optic,One year,99.5,0
13,Fiber optic,Month-to-month,70.15,1
47,No,Two year,20.25,0
69,No,Two year,26.0,0
2,No,Month-to-month,19.9,0
22,No,Month-to-month,19.05,0
15,Fiber optic,Month-to-month,96.5,0
53,No,Two year,19.85,0
28,No,Month-to-month,25.7,0
22,No,One year,20.3,0
1,Fiber optic,Month-to-month,70.15,1
16,Fiber optic,Month-to-month,91.55,0
48,DSL,Two year,39.4,0
30,Fiber optic,Month-to-month,105.7,0
3,Fiber optic,Month-to-month,70.25,0
57,Fiber optic,Two year,93.75,0
68,Fiber optic,One year,96.55,1
23,DSL,One year,60.0,0
65,DSL,Two year,59.8,0
44,Fiber optic,One year,90.65,0
71,Fiber optic,Two year,109.0,0
37,DSL,One year,68.1,0
12,No,Month-to-month,20.4,0
69,DSL,Two year,81.95,0
35,DSL,Month-to-month,60.55,0
5,DSL,Month-to-month,65.6,0
58,Fiber optic,Two year,82.5,0
72,DSL,Two year,82.3,0
72,DSL,Two year,68.15,0
1,No,Month-to-month,20.3,0
39,Fiber optic,One year,95.55,1
53,No,One year,20.2,0
27,Fiber optic,Month-to-month,89.2,0
1,Fiber optic,Month-to-month,69.65,1
1,Fiber optic,Month-to-month,89.3,1
18,Fiber optic,Month-to-month,74.8,0
46,No,Two year,20.2,0
72,DSL,Two year,84.4,0
36,Fiber optic,Month-to-month,87.55,1
4,DSL,Month-to-month,25.15,0
25,No,Two year,19.8,0
40,DSL,Month-to-month,50.85,0
63,Fiber optic,Month-to-month,102.4,0
15,Fiber optic,Month-to-month,96.3,1
14,DSL,Month-to-month,55.5,0
72,Fiber optic,Two year,109.75,0
39,Fiber optic,Month-to-month,106.4,0
47,DSL,Two year,60.0,0
19,Fiber optic,Month-to-month,88.8,0
5,Fiber optic,Month-to-month,85.2,1
13,DSL,Month-to-month,35.1,1
17,Fiber optic,Month-to-month,80.05,0
34,Fiber optic,Month-to-month,75.55,0
42,DSL,Month-to-month,49.55,0
5,Fiber optic,Month-to-month,81.3,1
71,No,Two year,23.9,0
19,DSL,Month-to-month,66.4,0
2,No,Month-to-month,19.6,1
57,No,Two year,18.8,0
72,Fiber optic,Two year,108.4,0
6,Fiber optic,Month-to-month,85.95,0
17,Fiber optic,Month-to-month,85.45,1
61,DSL,Two year,80.9,0
1,Fiber optic,Month-to-month,71.0,1
48,Fiber optic,Two year,111.8,0
16,No,Month-to-month,20.6,0
9,Fiber optic,Month-to-month,85.05,1
3,DSL,Month-to-month,44.6,0
1,DSL,Month-to-month,44.4,1
65,Fiber optic,Two year,105.1,0
70,Fiber optic,Two year,115.15,0
60,DSL,One year,59.8,0
69,No,One year,26.3,0
35,Fiber optic,Month-to-month,70.55,0
22,No,Month-to-month,20.05,0
66,DSL,Two year,79.85,0
1,Fiber optic,Month-to-month,70.3,1
1,Fiber optic,Month-to-month,79.35,1
34,Fiber optic,Month-to-month,90.05,0
72,No,Two year,24.45,0
31,DSL,One year,59.95,0
30,No,One year,25.35,0
9,Fiber optic,Month-to-month,90.8,1
20,Fiber optic,Month-to-month,70.45,1
19,DSL,Month-to-month,34.3,0
65,Fiber optic,Month-to-month,105.05,0
30,No,Two year,19.3,0
6,No,One year,19.15,0
2,DSL,Month-to-month,51.4,0
53,DSL,Month-to-month,71.85,0
7,Fiber optic,Month-to-month,75.4,0
61,DSL,One year,49.7,0
70,DSL,One year,45.25,1
13,DSL,Month-to-month,78.75,0
35,Fiber optic,One year,81.6,0
2,Fiber optic,Month-to-month,70.4,0
3,Fiber optic,Month-to-month,75.8,1
3,Fiber optic,Month-to-month,76.1,0
62,Fiber optic,One year,94.0,0
72,Fiber optic,Two year,103.95,0
63,No,Two year,19.95,0
20,Fiber optic,Month-to-month,71.3,1
35,Fiber optic,One year,110.8,0
21,Fiber optic,Month-to-month,69.1,1
62,Fiber optic,One year,96.1,0
15,DSL,Month-to-month,48.8,0
55,DSL,Month-to-month,50.55,0
11,DSL,Month-to-month,44.65,0
17,Fiber optic,Month-to-month,88.25,1
61,No,One year,19.45,0
71,DSL,Two year,89.3,0
2,Fiber optic,Month-to-month,70.0,1
35,No,Two year,19.25,0
17,Fiber optic,Month-to-month,70.5,0
21,Fiber optic,Month-to-month,97.35,1
47,No,Two year,19.65,0
3,No,Month-to-month,20.85,0
3,No,Month-to-month,19.65,0
44,No,Two year,19.35,0
1,DSL,Month-to-month,44.0,0
44,Fiber optic,One year,94.4,0
5,No,Month-to-month,25.9,1
24,DSL,Month-to-month,55.65,1
1,Fiber optic,Month-to-month,69.65,1
18,Fiber optic,Month-to-month,75.4,0
10,Fiber optic,Month-to-month,100.6,1
65,DSL,Two year,71.0,0
1,Fiber optic,Month-to-month,86.0,1
53,Fiber optic,One year,106.95,1
3,No,One year,21.2,0
33,DSL,Two year,61.05,0
3,DSL,Month-to-month,29.6,1
34,DSL,One year,79.95,0
14,No,Two year,19.7,0
13,No,Month-to-month,20.3,0
46,DSL,One year,59.9,1
23,No,One year,24.35,0
47,No,Two year,19.75,0
17,DSL,Month-to-month,50.3,0
49,Fiber optic,Month-to-month,95.6,1
59,DSL,Month-to-month,50.25,0
69,DSL,Two year,85.35,0
11,DSL,One year,41.6,1
10,DSL,Month-to-month,51.65,0
12,No,Two year,24.0,0
45,Fiber optic,Month-to-month,100.85,1
39,DSL,Month-to-month,59.85,0
71,No,Two year,25.45,0
71,No,Two year,23.9,0
33,No,One year,24.15,0
67,Fiber optic,Month-to-month,75.7,0
37,DSL,Month-to-month,40.2,1
49,Fiber optic,Month-to-month,84.5,1
9,DSL,Month-to-month,50.85,0
52,Fiber optic,Two year,91.6,0
70,Fiber optic,One year,98.9,0
1,Fiber optic,Month-to-month,85.0,0
14,Fiber optic,Month-to-month,78.95,1
1,DSL,Month-to-month,44.3,0
1,No,Month-to-month,20.2,1
52,Fiber optic,One year,80.2,0
6,DSL,Month-to-month,60.9,0
7,DSL,Month-to-month,34.2,0
47,Fiber optic,Month-to-month,85.2,1
26,Fiber optic,One year,87.15,0
25,DSL,Month-to-month,54.3,0
69,No,Two year,19.1,0
72,Fiber optic,Two year,112.75,0
4,No,Month-to-month,19.95,0
59,No,Two year,19.5,0
67,DSL,Two year,65.55,0
26,Fiber optic,Month-to-month,78.8,0
27,DSL,One year,78.2,0
72,Fiber optic,Two year,105.25,0
6,Fiber optic,Month-to-month,89.25,0
62,No,Two year,20.65,0
20,DSL,One year,68.7,0
6,DSL,Month-to-month,78.65,0
51,No,Two year,24.75,0
61,No,Two year,19.75,0
62,Fiber optic,Month-to-month,89.1,0
72,Fiber optic,Two year,84.7,0
13,Fiber optic,Month-to-month,98.0,1
5,Fiber optic,Month-to-month,94.45,1
3,Fiber optic,Month-to-month,105.0,1
26,Fiber optic,Month-to-month,93.85,1
13,DSL,Month-to-month,59.9,0
38,No,Two year,19.95,0
8,Fiber optic,Month-to-month,84.0,1
34,Fiber optic,Month-to-month,108.9,0
18,DSL,Month-to-month,33.6,0
56,Fiber optic,One year,85.85,0
36,DSL,Month-to-month,34.85,0
9,DSL,Month-to-month,48.75,1
1,Fiber optic,Month-to-month,84.85,1
12,DSL,Month-to-month,56.65,1
57,Fiber optic,Month-to-month,95.3,0
42,DSL,One year,73.9,1
33,No,Two year,24.5,1
70,Fiber optic,Two year,84.6,0
68,DSL,Month-to-month,44.95,0
1,DSL,Month-to-month,24.7,0
37,Fiber optic,Month-to-month,100.3,0
4,No,Month-to-month,25.45,0
1,DSL,Month-to-month,50.7,0
20,DSL,Month-to-month,55.0,0
72,DSL,Two year,68.4,0
31,Fiber optic,Month-to-month,89.9,1
18,Fiber optic,Month-to-month,78.55,1
11,DSL,Month-to-month,55.05,0
33,No,Two year,19.8,0
62,Fiber optic,One year,84.45,0
1,DSL,Month-to-month,35.9,0
16,Fiber optic,Month-to-month,80.75,0
22,DSL,One year,78.65,0
49,DSL,Month-to-month,61.75,0
36,DSL,One year,63.7,0
42,Fiber optic,Month-to-month,99.45,1
4,DSL,Month-to-month,25.2,1
12,DSL,One year,74.05,1
31,Fiber optic,Month-to-month,87.6,0
5,Fiber optic,Month-to-month,89.15,0
66,No,Two year,20.0,0
15,DSL,Month-to-month,55.0,1
64,Fiber optic,Two year,104.4,0
10,No,Month-to-month,20.05,0
7,Fiber optic,Month-to-month,89.75,1
29,DSL,Month-to-month,34.3,0
57,No,Two year,20.65,0
46,Fiber optic,Month-to-month,84.25,0
53,No,Two year,19.65,0
17,DSL,One year,79.85,0
38,No,Two year,20.2,0
15,No,One year,19.8,0
22,DSL,Month-to-month,50.35,0
14,Fiber optic,Month-to-month,85.15,1
57,DSL,One year,74.6,0
11,Fiber optic,Month-to-month,79.15,0
1,No,Two year,20.35,0
12,No,Two year,21.05,0
3,Fiber optic,Month-to-month,94.6,1
36,Fiber optic,Month-to-month,94.7,0
16,Fiber optic,Month-to-month,94.25,1
65,DSL,One year,72.45,1
2,Fiber optic,Month-to-month,74.95,0
42,Fiber optic,Month-to-month,105.2,1
72,Fiber optic,Two year,111.95,0
62,No,Two year,19.85,0
6,Fiber optic,Month-to-month,89.75,0
48,No,Two year,20.05,0
35,Fiber optic,Two year,108.95,0
52,No,One year,19.65,0
1,DSL,Month-to-month,24.9,0
6,Fiber optic,Month-to-month,82.85,1
71,DSL,Two year,93.2,0
67,Fiber optic,One year,84.8,0
60,DSL,One year,71.75,0
23,DSL,Month-to-month,30.35,0
39,DSL,One year,54.85,0
15,No,One year,19.5,0
53,Fiber optic,Month-to-month,103.85,1
24,No,Two year,24.2,0
37,No,Month-to-month,19.35,0
5,Fiber optic,Month-to-month,83.6,1
50,Fiber optic,One year,100.65,0
54,Fiber optic,One year,94.1,0
3,Fiber optic,Month-to-month,74.55,0
68,Fiber optic,One year,108.45,1
5,DSL,Month-to-month,56.15,0
33,No,Two year,20.35,0
41,DSL,One year,80.55,0
34,DSL,One year,61.25,0
13,No,Month-to-month,20.45,0
20,No,Month-to-month,18.9,0
51,No,Two year,19.6,0
3,Fiber optic,Month-to-month,91.5,1
41,DSL,Month-to-month,45.2,0
13,No,Month-to-month,19.45,0
35,No,Two year,25.45,0
12,Fiber optic,Month-to-month,80.85,1
4,Fiber optic,Month-to-month,94.9,0
43,DSL,Month-to-month,49.05,1
12,DSL,Month-to-month,29.3,0
68,Fiber optic,Month-to-month,105.3,1
25,Fiber optic,Month-to-month,88.95,1
7,No,One year,20.25,0
66,Fiber optic,One year,110.85,1
53,Fiber optic,One year,110.5,0
63,Fiber optic,Month-to-month,109.4,0
70,Fiber optic,Two year,114.2,1
27,DSL,Month-to-month,36.5,1
1,Fiber optic,Month-to-month,70.75,1
5,No,Month-to-month,19.95,0
37,No,One year,19.6,0
3,DSL,Month-to-month,40.15,1
12,Fiber optic,Month-to-month,76.6,0
38,No,One year,19.6,0
9,Fiber optic,Month-to-month,85.3,0
13,DSL,Month-to-month,65.85,0
29,Fiber optic,Month-to-month,94.45,1
47,No,Two year,20.05,0
61,Fiber optic,Month-to-month,99.4,0
16,No,Month-to-month,20.0,0
41,DSL,Two year,78.45,0
43,No,Two year,25.1,0
36,Fiber optic,Month-to-month,97.35,1
6,DSL,Month-to-month,55.0,0
58,DSL,One year,71.1,0
19,DSL,Month-to-month,61.55,0
11,DSL,Month-to-month,45.9,0
39,DSL,One year,40.3,0
8,Fiber optic,Month-to-month,87.1,0
26,DSL,Month-to-month,49.5,0
53,Fiber optic,Month-to-month,73.8,0
70,No,Two year,19.2,0
1,DSL,Month-to-month,45.3,1
59,No,Two year,25.0,0
2,Fiber optic,Month-to-month,94.95,1
7,DSL,One year,35.3,0
12,DSL,Month-to-month,44.55,1
59,DSL,One year,76.75,0
61,DSL,Two year,81.0,0
72,Fiber optic,Two year,105.55,0
13,No,Month-to-month,18.8,0
64,No,One year,24.9,0
1,DSL,Month-to-month,23.45,1
10,DSL,One year,64.9,0
65,DSL,One year,61.35,0
62,Fiber optic,Two year,113.95,0
55,DSL,One year,90.15,0
25,DSL,Month-to-month,54.1,0
1,DSL,Month-to-month,29.7,1
1,DSL,Month-to-month,49.8,0
59,Fiber optic,Month-to-month,101.1,1
64,No,Two year,24.4,0
36,Fiber optic,Month-to-month,95.0,0
3,DSL,Month-to-month,50.65,1
61,DSL,Two year,69.9,0
26,DSL,One year,39.95,0
1,DSL,Month-to-month,55.4,1
1,Fiber optic,Month-to-month,90.6,1
68,Fiber optic,Two year,103.25,0
2,Fiber optic,Month-to-month,86.85,1
72,Fiber optic,Two year,94.25,0
71,DSL,Two year,47.05,0
57,No,Two year,20.55,0
4,No,Month-to-month,19.65,0
1,Fiber optic,Month-to-month,70.2,0
72,DSL,Two year,81.0,0
21,DSL,One year,75.9,0
71,No,Two year,24.7,0
29,Fiber optic,Month-to-month,99.05,1
69,Fiber optic,Two year,110.25,0
64,DSL,Two year,85.0,0
16,No,Month-to-month,19.75,0
4,No,One year,23.9,0
52,Fiber optic,One year,111.25,1
2,DSL,Month-to-month,55.1,1
1,No,Month-to-month,19.95,0
18,DSL,Month-to-month,25.15,0
2,DSL,Month-to-month,54.15,0
19,DSL,Month-to-month,59.8,0
40,Fiber optic,Month-to-month,83.85,0
66,Fiber optic,One year,104.9,0
21,Fiber optic,Month-to-month,75.3,0
8,DSL,Month-to-month,66.65,0
72,Fiber optic,Two year,109.5,0
48,DSL,One year,73.85,0
69,No,Two year,19.3,0
72,Fiber optic,Two year,118.2,0
14,DSL,One year,51.45,0
6,DSL,Month-to-month,59.45,0
8,No,Two year,19.5,0
17,No,One year,19.55,0
65,Fiber optic,One year,93.55,0
57,DSL,One year,59.3,0
13,Fiber optic,Month-to-month,102.25,1
19,Fiber optic,Month-to-month,95.9,1
56,Fiber optic,One year,109.8,0
14,Fiber optic,Month-to-month,78.1,0
52,DSL,Month-to-month,39.9,0
58,DSL,Two year,64.9,0
47,Fiber optic,Month-to-month,95.05,1
67,DSL,Month-to-month,53.4,0
2,DSL,Month-to-month,24.9,0
6,DSL,Month-to-month,44.7,0
71,Fiber optic,Two year,114.0,0
46,No,Two year,20.25,0
5,DSL,Month-to-month,53.85,1
67,Fiber optic,Month-to-month,83.85,0
3,No,Month-to-month,20.2,0
3,No,Month-to-month,19.95,0
52,Fiber optic,Month-to-month,104.2,1
42,DSL,Month-to-month,50.25,1
50,No,One year,20.35,0
23,Fiber optic,Month-to-month,90.0,0
67,DSL,Two year,54.2,0
25,Fiber optic,Month-to-month,99.5,1
39,Fiber optic,One year,99.1,0
69,DSL,Two year,66.9,0
1,DSL,One year,25.85,0
32,Fiber optic,Month-to-month,91.05,0
9,Fiber optic,Month-to-month,71.0,1
16,Fiber optic,Month-to-month,93.2,1
60,No,Two year,20.95,0
72,Fiber optic,Two year,109.2,0
5,No,Month-to-month,19.35,1
26,Fiber optic,Month-to-month,85.8,0
3,No,Month-to-month,19.85,1
2,No,Month-to-month,19.65,0
2,No,One year,20.5,0
36,DSL,One year,89.65,0
7,Fiber optic,Month-to-month,74.35,0
60,DSL,Two year,49.45,0
19,Fiber optic,Month-to-month,89.1,0
45,DSL,Two year,75.15,0
4,Fiber optic,Month-to-month,70.65,0
31,Fiber optic,Month-to-month,104.2,1
47,Fiber optic,Month-to-month,90.05,0
1,Fiber optic,Month-to-month,79.25,1
1,DSL,Month-to-month,44.9,1
1,No,Month-to-month,19.4,0
59,Fiber optic,Month-to-month,88.75,0
10,Fiber optic,Month-to-month,70.1,1
35,Fiber optic,Month-to-month,91.0,0
4,DSL,Month-to-month,29.65,1
32,Fiber optic,One year,90.8,0
43,Fiber optic,Month-to-month,77.85,1
4,DSL,Month-to-month,54.3,1
54,No,Two year,18.95,0
11,Fiber optic,Month-to-month,95.15,1
66,Fiber optic,Two year,102.4,0
61,Fiber optic,One year,99.9,0
72,DSL,Two year,88.7,0
44,DSL,One year,54.3,0
41,DSL,Month-to-month,55.7,0
50,Fiber optic,One year,103.95,0
47,Fiber optic,One year,110.85,1
8,No,Two year,20.15,0
18,No,Month-to-month,20.05,0
72,DSL,Two year,91.95,0
1,Fiber optic,Month-to-month,80.5,1
42,DSL,Month-to-month,55.65,0
18,Fiber optic,Month-to-month,74.7,0
13,Fiber optic,One year,104.15,0
68,Fiber optic,One year,83.65,0
4,Fiber optic,Month-to-month,72.2,1
69,Fiber optic,Two year,110.05,0
17,DSL,Month-to-month,51.5,1
25,No,Two year,25.5,0
43,Fiber optic,Month-to-month,89.55,1
59,No,Two year,19.5,0
5,Fiber optic,Month-to-month,80.7,0
21,DSL,One year,77.5,1
69,Fiber optic,One year,105.1,0
13,DSL,Month-to-month,25.15,0
42,Fiber optic,Month-to-month,95.25,1
52,Fiber optic,Month-to-month,95.65,0
46,Fiber optic,Month-to-month,85.0,1
61,DSL,Two year,80.8,0
29,DSL,One year,24.85,0
25,DSL,One year,54.75,0
5,Fiber optic,Month-to-month,85.75,1
15,DSL,One year,50.75,0
19,No,Two year,20.15,0
44,No,Two year,20.05,0
6,Fiber optic,Month-to-month,98.25,1
58,DSL,Two year,71.6,0
62,Fiber optic,One year,81.45,0
70,DSL,One year,58.4,0
1,DSL,Month-to-month,25.7,1
10,DSL,Two year,53.7,0
26,No,One year,19.6,0
66,Fiber optic,Month-to-month,89.4,0
7,Fiber optic,Month-to-month,69.0,1
51,Fiber optic,One year,84.2,0
72,Fiber optic,Two year,106.1,0
65,No,Two year,25.75,0
2,DSL,Month-to-month,46.05,1
70,DSL,One year,64.95,0
72,DSL,Two year,85.45,0
1,No,Month-to-month,20.05,0
1,Fiber optic,Month-to-month,76.4,1
5,Fiber optic,Month-to-month,100.5,1
3,No,Month-to-month,20.7,0
58,No,Two year,25.3,0
22,DSL,Month-to-month,40.05,1
33,Fiber optic,Month-to-month,100.6,0
1,Fiber optic,Month-to-month,69.95,1
54,Fiber optic,Month-to-month,74.0,0
72,Fiber optic,Two year,99.4,0
1,Fiber optic,Month-to-month,93.3,1
3,DSL,Month-to-month,49.15,1
72,Fiber optic,Two year,107.45,0
72,DSL,Two year,83.6,0
54,Fiber optic,Month-to-month,99.05,0
59,DSL,One year,80.1,0
54,DSL,Two year,65.3,0
60,Fiber optic,Two year,89.55,0
60,DSL,Two year,60.8,0
3,Fiber optic,Month-to-month,74.5,0
69,Fiber optic,Two year,99.15,0
1,No,Month-to-month,19.25,0
50,DSL,Month-to-month,39.45,0
56,DSL,Month-to-month,44.85,0
60,Fiber optic,Two year,97.2,0
69,Fiber optic,One year,110.55,0
1,DSL,Month-to-month,35.05,1
1,Fiber optic,Month-to-month,73.0,1
3,No,Month-to-month,19.9,0
60,DSL,Two year,76.95,0
13,DSL,Two year,35.4,0
62,No,Two year,20.45,0
45,Fiber optic,One year,96.75,0
25,DSL,One year,54.2,0
44,Fiber optic,Two year,100.1,0
2,DSL,Month-to-month,45.25,0
33,Fiber optic,Month-to-month,83.85,1
1,Fiber optic,Month-to-month,70.1,1
22,No,One year,20.85,0
35,DSL,Month-to-month,33.45,0
29,No,Two year,20.2,0
27,Fiber optic,One year,85.9,0
54,DSL,One year,61.0,0
2,Fiber optic,Month-to-month,70.65,1
57,Fiber optic,One year,86.9,0
62,DSL,Two year,69.4,0
15,No,One year,20.35,0
2,No,Month-to-month,20.35,1
70,Fiber optic,Two year,104.3,0
21,DSL,Month-to-month,44.95,0
23,DSL,One year,49.45,0
6,No,One year,20.6,0
4,No,Two year,19.55,0
3,Fiber optic,Month-to-month,99.0,1
23,Fiber optic,Month-to-month,93.5,0
26,DSL,One year,54.55,0
8,No,Month-to-month,20.05,0
26,Fiber optic,Month-to-month,83.95,1
2,Fiber optic,Month-to-month,79.45,0
67,Fiber optic,Two year,116.2,1
71,Fiber optic,Two year,93.7,1
59,DSL,One year,79.85,0
39,Fiber optic,One year,100.0,0
21,No,Two year,19.6,0
